Bedrijf;E-mail;Contact;Adres;Post;Gemeente;Telefoon;Standnr;Sector;groen;geel;rood;blauw
Roots Software;valerie.sastre@roots.be;ValÇrie Sastre;Oudestraatˇ113;2630;Aartselaar;0496 16 81 85;168;Roots Software is een kleine organisatie van een 12-tal medewerkers en bestaat al 25 jaar. Ons kantoor ligt in Aartselaar, vlak aan de A12 en is ook vlot bereikbaar met de bus vanaf de Groenplaats. We doen aan software-ontwikkeling op een Agile manier via een best-of-breed, open standards / open source aanbod. Dit voor KMO?s tot grote multinationals. Dat maakt dat we afwisseling kunnen bieden tussen verschillende soorten projecten en allerlei aspecten van informatica of technologie. We zijn gespecialiseerd in Java ontwikkeling en richten ons op integratieprojecten. Sfeer is voor ons belangrijk dus wordt er al eens voor ontspanning gezorgd door een game-night, een initiatie golf, onze jaarlijkse shortski, de maandelijkse lunch@work en nog veel meer.;FALSE;FALSE;FALSE;TRUE
Sales Talents;kim.louwagie@houseoftalents.be;Kim Louwagie;President Kennedyparkˇ8B;8500;Kortrijk;0487 61 25 00;169;;FALSE;FALSE;FALSE;FALSE
Sarens;karen.seghers@sarens.com;Karen Seghers;Autoweg ˇ10;1861;Wolvertem;052 31 93 18;189;"??SARENS IS THE RECOGNIZED WORLDWIDE LEADER AND REFERENCE IN HEAVY LIFTING AND ENGINEERED TRANSPORT.
At Sarens,  we have the noble mission to be the reference in crane rental services,  heavy lifting, and engineered transport for our clients. With state of the art equipment and value engineering, we offer our clients creative and intelligent solutions to today's heavy lifting and engineered transport challenges.
With more than 100 entities in 65 countries operating without borders, we are the ideal partner for small-scale to megascale projects. We currently employ 4452 professionals and diligently man our clientsÔ projects with top market talent from across the world. Safety and excellence in all we do are paramount to us. We strive daily to establish a safe space for our people, your people, and the equipment.
Sarens has been the market leader for over 60 years; over four Sarens family  generations are intimately involved in this business. Our success lies in our entrepreneurial spirit and our continued dedication to our job. However, taking heavy lifting and engineered transport seriously is for us not just a matter of DNA and a family tradition but, most importantly, a vocation. The legacy that our  proud craftsmen build by deploying our five unwavering values: brilliant solutions, dedication to safety, zeal for excellence, love for traditions, and global spirit.
We will continue to build our future on the foundations of our rich past but we ensure our clients that we will always stay ahead of the game when it comes to heavy lifting and engineered transport innovation. We will keep breaking ground and securing that your project is delivered in the fastest, safest, and smartest way.
Nothing holds us back in leading our profession. Nothing.";FALSE;FALSE;FALSE;FALSE
Secretary Plus;cvleugels@secretary-plus.be;Caroline Vleugels;Berchemstadionstraatˇ76;2600;Berchem;03 201 47 20;185;Young potentials selecteren, rekruteren en uitzenden. Hen outsourcen en opleiden. D†t is wat Secretary Plus doet, al vijfentwintig jaar lang. Vandaag zijn we marktleider in onze niche. Secretary Plus heeft oog voor talent. Wij zoeken meertalige assistants: zowel young potentials als ervaren kandidaten. Zij gaan aan de slag als directieassistent, allroundassistent ¢f assistent gespecialiseerd in hr, logistiek, marketing, sales? Zo helpen zij onze klanten vooruit: grote en kleine bedrijven in 101 sectoren, die rekenen op nauwkeurig maatwerk en professioneel advies.;TRUE;FALSE;FALSE;FALSE
SecureLink;masja.kinsbergen@securelink.be;Masja Kinsbergen;Uilenbaanˇ80;2160;Wommelgem;03 641 95 95;184;"SecureLink is een vooraanstaande integrator, gespecialiseerd in netwerken, security en datacenter infrastructuuroplossingen. Het is onze missie om klanten de ?best of breed? infrastructuur- & securityoplossingen aan te bieden en dit in goede banen te leiden van de design fase tot de implementatie en support.
Sinds onze oprichting in 2003 zijn we uitgegroeid tot de specialist in enterprise datacenter en netwerk infrastructuren Çn het beveiligen ervan. SecureLink telt meer dan 650 medewerkers verspreid over verschillende vestigingen in Belgiâ, Nederland, Denemarken, Zweden en Noorwegen.";FALSE;FALSE;FALSE;TRUE
Select;antje.vanhoeymissen@selecthr.be;Antje Van Hoeymissen;Transcontinentaalweg 13;2030;Antwerpen;03 612 22 96;183;"Kwaliteit is voor Select niet zomaar een begrip. Kwaliteit zit in onze oprechtheid, in ons maatwerk, in onze expertise. We luisteren, zijn volwaardige gesprekspartner en nemen de tijd. We starten steeds vanuit de mens, daarom kan je bij Select rekenen op betrokken consultants die hun kennis van zaken graag delen .
Bij Select kan je zowel terecht voor carriäreadvies als voor je eerste (of volgende) job. Onze consultants zoeken samen met jou naar de beste volgende stap in jouw carriäre. We brengen jou in contact met de beste werkgevers in jouw regio en zorgen er voor dat je ergens terecht komt waar jij je echt goed voelt. 
En daarvoor nemen we graag de tijd. En die tijd maakt het verschil.
Select- Quality is performance by genuine people.";TRUE;TRUE;TRUE;TRUE
Sogeti Belgium;ˇritchi.mundende@sogeti.com;Ritchi Mundende;Bessenveldstraatˇ21;1831;Diegem;0474 49 07 35;170;"Sogeti Belgium, business unit of Capgemini Belgium, is an international organization and leading provider of technology services and software testing. Sogeti Belgium employs 500 IT professionals, offering cutting-edge expertise in Cloud, Cybersecurity, Digital Manufacturing, Digital Assurance & Testing, and emerging technologies. Our clients are well known companies in the private and public sector (e.g. the European Institutions, FODFin, KBC,?).
Sogeti Group combines agility and speed of implementation with strong technology supplier partnerships (Microsoft, IBM, HPE), world class methodologies and its global delivery model, Rightshore©. Sogeti Group brings together more than 25.000 professionals in 15 countries, based in over 100 locations in Europe, USA and India. Sogeti is a wholly-owned subsidiary of Capgemini SE.";FALSE;FALSE;FALSE;FALSE
Solid Talent nv;kurt@solid-talent.be;Kurt Van Goidsenhoven;Bredastraatˇ140;2060;Antwerpen;03 540 55 40;171;"Reeds meer dan 12 jaar is Solid Talent nv actief als onafhankelijk rekruteringsbureau voor profielen binnen Bouw, Industrie en Office. 
We ondersteunen bedrijven & consultants door de juiste match te maken tussen project en talent.  Onze persoonlijke aanpak maakt ons een echte partner. Daarbij zijn correcte afspraken en transparante communicatie voor ons een evidentie.
Solid draait op en om mensen.  We bouwen sterke relaties met onze consultants en klanten door ons in te leven in hun ambities en projecten.";TRUE;FALSE;TRUE;FALSE
SPIE Belgium;a.vandeputte@spie.com;Annik Vandeputte;Tweestationstraatˇ150-152;1070;Anderlecht;02 729 64 30;182;"Wie zijn wij?
SPIE is gespecialiseerd in elektrotechniek,mechanica, klimaatbeheersing, energie,communicatienetwerken en infrastructuren.
We koppelen knowhow aan scherpe prestaties om u een optimaal resultaat te bieden in het volledige gamma technische diensten.
Markten
SPIE Belgium biedt haar klanten, voor al haar marktsectoren, een globaal aanbod van multitechnische diensten aan, steunend op het geheel van haar deskundigheid en vakbekwaamheid.
De voornaamste markten waarin SPIE werkt zijn: 
Building Systems
Industrie";FALSE;FALSE;TRUE;TRUE
SPOC Group;davey,bommel@spoc-group.com;Davey Bommel;Falconpoort 22;2000;Antwerpen;03 434 83 35;197;"SPOC is een onafhankelijke specialist in de voorbereiding, begeleiding en uitvoering van technische projecten en onderhoudswerkzaamheden.
Onze Consultants zijn actief binnen Engineering, Project Management, Construction & Maintenance, Quality & Inspection en Safety & Environment.
Wij zijn actief binnen de sectoren:
? Olie & Gas
? (Petro) chemie
? Farmacie
? Energie
? Infra
? Voeding
? Machinebouw";TRUE;FALSE;TRUE;FALSE
Square City;info@@squarecity.be;Laurent Pays;Scheldestraatˇ26 B1;2000;Antwerpen;03 600 79 70;62;"Square City 

Sinds 2012 is Square City een HR-partner voor de in- en doorstroom van uitzonderlijk talent.  Met hoofdzetel in Antwerpen hebben wij al snel een dienstenpakket op maat van de logistieke sector ontwikkeld.  Ethisch, duurzaam en met een service voor de in- en doorstroom van logistiek super-talent!  
Wij leveren onze expertise aan producerende bedrijven met hun eigen supply chain proces, maar evengoed zijn wij thuis in de staffing van logistieke toeleveranciers. Van jong logistiek talent tot senior management. Onze gespecialiseerde consultants kennen de logistieke wereld en gaan met een absolute focus op zoek naar de juiste competenties.";TRUE;TRUE;TRUE;TRUE
Stad Antwerpen;nele.carpentier@stad.antwerpen.be;Nele Carpentier;Grote Markt 1;2000;Antwerpen;03 338 46 23;181;"Antwerpen heeft alles in huis om het jou naar je zin te maken. Hier wordt niet gevolgd, maar gecreâerd. Het is een atypische stad met een ?zeehaven? die 80 kilometer landinwaarts ligt. Je shopt er in gebouwen die ergens anders musea zouden zijn. En bij een museumbezoek blaast niet alleen de collectie, maar ook de setting je van je sokken. In de stad vind je in ÇÇn wijk meer diamanten dan in de rest van de wereld. 
528.000 Antwerpenaars met 174 verschillende nationaliteiten zorgen voor een mix van stijlen, kleuren en smaken in deze wereldstad.  
Jouw job?  De stad voor hen n¢g straffer maken!";TRUE;TRUE;TRUE;FALSE
STAR Group Belgium NV;k.storms@starpowerpeople.com;Kendra Storms;Rijnkaaiˇ37;2000;Antwerpen;03 206 81 57;180;STAR staat voor matchmaking! Door de juiste specialisten te verbinden aan passende projecten ontzorgt STAR haar klanten en creâren we kansen voor onze specialisten om te kunnen meewerken aan uitdagende projecten. Zowel in Belgiâ als in Nederland is STAR marktleider in de projectconsultancywereld voor klanten in de proces industrie. Met als slogan DARE TO GROW biedt STAR je kansen om (door) te groeien.;TRUE;FALSE;TRUE;FALSE
Stegmann Belgium bvba;steven.degroof@stegmann.be;Steven De Groof;Verbindingsdok, Oostkaai ˇ1;2000;Antwerpen;0491 61 12 13;172;"Stegmann Belgium is een vooruitstrevend rekruteringskantoor met 8 vestigingen, in gans Vlaanderen vertegenwoordigd. Als professioneel adviesburo vormen wij de brug tussen schoolverlaters en geronommeerde bedrijven in gans Belgiâ. Dit in sectoren als: Techniek & Engineering, Logistiek, Automotive, Productie, Chemie, Pharma, Gezondheid, IT, Sales & Marketing, Finance & Administration, enz?
Onze ervaren Consultants begeleiden u op een zeer professionele manier naar uw eerste job!";TRUE;TRUE;TRUE;TRUE
Student.be;floumaye@student.be;Florence Loumaye;Kastanjeboomlaan 10;1150;Sint-Pieters-Woluwe;0479 88 89 94;174;"4 out of 10 young professionals are looking for another job in their very first year of work?
Why? Wrong expectations from the start and a culture mismatch.

Avoid this mismatch by getting to know yourself better before applying! 
How? By doing the Kazi scan on Student.be. This academically validated tool will help you to figure out what are your strengths and what really matters to you in a job!

Come do the KAZI test @ our STUDENT.BE stand 
or www.student.be/nl/kazi/talent";FALSE;FALSE;FALSE;FALSE
Synergie Belgium NV;Kjell,tolenaars@synergiejobs.be;Kjell Tolenaers;Desguinleiˇ88-90;2018;Antwerpen;0495 45 65 02;175;Bij Synergie Careers zoeken we gericht naar administratieve, uitvoerende en gespecialiseerde bedienden. Dit voor meteen vast in dienst, maar ook tijdelijke projecten. We kijken met een frisse blik naar de noden in het personeelsbeleid. We houden rekening met de verwachtingen van onze kandidaten Çn onze klanten. In onze zoektocht naar de meest ideale match, kijken we verder dan het cv.;TRUE;FALSE;TRUE;FALSE
Talenco;jade.goossens@talenco.be;Jade Goossens;Oude Leeuwenruiˇ19;2000;Antwerpen;0496 87 02 91;179;"Sinds ons ontstaan in september 2015 is Talenco uitgegroeid tot een vaste waarde in de industrie. Als technisch totaalpartner zijn wij actief in de petrochemische, pharmaceutische en energiesector met een specialisatie in process, piping, mechanica, elektriciteit en instrumentatie.

Talenco koppelt zijn dienstverlening doelbewust aan een structuur met complementaire segmenten, zoals een eigen productiehal en een Academy voor het eigen personeel. Op die manier reiken we productiebedrijven technische expertise aan op het vlak van engineering & constructie. 

Onze medewerkers zijn de bouwstenen van ons succes. Zij dragen onze waarden stabiliteit, kwaliteit, flexibiliteit en openheid ten volle uit. Wij investeren dan ook graag in hen door de mogelijkheid te bieden om door te groeien op eigen tempo zodat zij hun kennis en vaardigheden kunnen maximaliseren.";FALSE;FALSE;FALSE;TRUE
TEC IT NV;marie.vansevenant@logi-technic.be;Marie Van Sevenant;Sint-Pietersvliet 3;2000;Antwerpen;0471 40 24 32;137;"Weer ÇÇn van die duistere recruteringsbureau?s ? Een opdringerig interimkantoor dat je stalkt met telefoontjes ?  Een nieuwe Internet of Things hype ?
Niks van dit alles. TEC IT is een onafhankelijk IT-consultancy bedrijf. We horen bij een grote Europese speler, The House of HR: een huis vol bedrijven die zich bezighouden met het koppelen van de juiste werknemer aan het best passende bedrijf. Onze kamer in dat huis is TEC IT: ons bedrijf zoekt (en vindt) de beste IT?ers voor grote bedrijven in Belgiâ.
We werven dus IT experten en Young Talents aan, en ?detacheren? hen als consultant bij ÇÇn van de vele bedrijven in onze portefeuille.
Voor onze Young Talents gaan we een stap verder. We geven je de volledige ondersteuning: we plaatsen je bij ÇÇn van onze bedrijven, we betalen je opleidingen die je nodig hebt voor je opdracht, je krijgt ook coaching in soft skills, een stevige maandwedde en een coole wagen.  En als je na een tijdje nog iets anders wilt zien, zijn we hier om een nieuwe opdracht voor je te vinden!";FALSE;FALSE;FALSE;TRUE
Telenet;margot.vonckx@telenetgroup.be;Margot Vonckx;Liersesteenweg ˇ4;2800;Mechelen;015 33 30 00;37;Als belangrijke telecommunicatiespeler in Vlaanderen, voorzien we internet, vaste en mobiele telefoondiensten en digitale televisie aan gebruikers in Vlaanderen en Brussel.  Onder de merknaam Telenet for Business leveren we professionele communicatiediensten aan bedrijven in Belgiâ en Luxemburg. We hechten veel belang aan vernieuwing en ontwikkeling.  Een overtuigende marketingaanpak, een creatieve productmix en een performante klantenservice staan hierin centraal.  We willen ons ook maatschappelijk engageren en investeren fors in jong digitaal ondernemerstalent;FALSE;FALSE;FALSE;FALSE
The Business Analysts;tim.heeman@thebusinessanalysts.be;Tim Heeman;Veldkant ˇ33A;2550;Kontich;0479 95 24 04;176;"The Business Analysts is een dynamisch en snelgroeiend bedrijf, gericht op State-Of?The-Art Business oplossingen aan de hand van sterk onderbouwde analysetechnieken, Agile Project Management en doordachte Enterprise Architectuur. 

Momenteel bestaat The Business Analysts uit meer dan 70 consultants.  Dit maakt dat we over een brede waaier aan opleidingen, ervaringen en expertise beschikken. Als groep vormt The Business Analysts een hecht team van consultants die hun job met passie uitoefenen.";TRUE;TRUE;FALSE;TRUE
The Factor-E;Catherine@i4BI.be;Catherine Lekeux;Bosstraat ˇ69;3560;Lummen;0479 97 13 66;125;"The Factor-E enables ambitious and growing companies in the area of Customer Experience, Marketing, Data & Business Intelligence to become more effective and efficient. Our companies focus on their specific core business and they each have their own individuality.  
The common thread that links us is creativity, innovation and technology. We exist to collaborate, to cross-pollinate, to inspire & to have fun together. Join one of our teams and be a dissident. We want to get to know you, your ambitions, talents & passion.  
 The Customer Link; ????  
Salesforce (CRM)- Offering a strategy for managing all company's relationships and interactions with their customers and potential customers; development, set-up & integration 
 Xplodata; ????????????????????  
Helping companies in data driven decision-making; data management, data engineering, data science  
 I4BI; ??????????????????????????????  
Helping customers to implement Business intelligence, data analysis & visualization solutions 
 Be Bold; ???????????????????????  
Guiding companies in their digital transformation to marketing optimization.";FALSE;TRUE;FALSE;TRUE
The Test Leaders;nathalie.leys@thetestleaders.com;Nathalie Leys;Mechelsesteenwegˇ277;1800;Vilvoorde;0488 41 61 96;178;Zin om kennis te maken met the ?dark side? of software development? Weet je graag hoe iets werkt en elkaar steekt. Wil je eens je dat weet, op onderzoek gaan naar hoe je het product kan afbreken om tot een beter oplossing te komen? Dan ben je bij The Test Leaders aan het juiste adres!;FALSE;FALSE;FALSE;TRUE
Total Platform Antwerpen;hilde.thibaut@total.com;Hilde Thibaut;Scheldelaanˇ16;2030;Antwerpen;03 545 54 77;146;In de Antwerpse Haven stelt Total om en bij de 1800 medewerkers te werk in drie grote productiesites en concentreert zij zich al meer dan 50 jaar op de productie van brandstoffen, basischemieproducten en plastics.;FALSE;FALSE;TRUE;FALSE
Traxion;tony.janssens@traxion.com of administration@traxion.com;Tony Janssens;Generaal De Wittelaan  9 bus 11;2800;Mechelen;0485 51 14 74;177;Traxion is de onafhankelijke specialist en marktleider binnen de Benelux op het gebied van identity & access management als onderdeel van ons information security portfolio. Met strategische, tactische en operationele adviezen en diensten begeleiden we onze klanten naar robuuste, flexibele oplossingen.;FALSE;FALSE;FALSE;TRUE
Trescal nv;margo.vandersmissen@trescal.com;Margo Van der Smissen;Vosstraat 200;2600;Berchem;03 320 91 14;145;Trescal is een internationaal gekend bedrijf gespecialiseerd in het uitvoeren van geometrische, mechanische, fysische, druk, temperatuur en elektrische kalibraties en metingen. Deze opdrachten worden zowel in ons eigen labo, als onsite bij onze klanten over heel het land uitgevoerd. Trescal NV in Berchem, is in 1974 opgericht onder de naam Intermes NV. Dit is tevens het hoofdkantoor van de Benelux, met reeds 280 medewerkers. Onze huidige CEO, Philippe De Ryck, werkt al sinds 1976 in het bedrijf. Sinds 2011 maken we deel uit van de groep Trescal. Deze groep is wereldwijd marktleider en vertegenwoordigd met 120 laboratoria in 22 landen, verspreid over Europa, Afrika, Azie en Noord- en Zuid-Amerika.;FALSE;FALSE;TRUE;FALSE
TriFinance;sarah.criel@parklaneinsight.com;Sarah Criel;Excelsiorlaan 4B;1930;Zaventem;03 304 89 41;143;"Welkom in de TriFinance-wereld van finance consulting, waar gemotiveerde professionals oplossingen bieden voor de uitdagingen van onze klanten.

Onze dienstverlening is uniek door een nieuwe combinatie van diensten, die advies, tijdelijke ondersteuning en werving & selectie bundelen tot een hoogwaardig en pragmatisch totaalpakket. We leveren geen dikke rapporten maar wel concrete en passende oplossingen.
We zijn ook een vlakke netwerkorganisatie. Vlak, omdat we geloven in ondernemerschap en open communicatie en niet in hiârarchie. Netwerk, omdat we zo snel nieuwe verbindingen kunnen leggen en kennis kunnen delen en aanbieden. Opdrachtgevers profiteren niet alleen van dit netwerk, maar ook van de snelheid en service die hoort bij een kleine onderneming. Dat kan omdat TriFinance intern uit kleine ?bedrijfjes? is opgebouwd: onze Business Units. Van daaruit zetten we onze finance professionals in bij klanten. Het zijn die professionals die de basis van onze filosofie vormen: de Economies of Motivation©. Want hooggemotiveerde mensen zorgen voor de beste resultaten, voor zichzelf en onze klanten.";TRUE;FALSE;FALSE;TRUE
Triple A Solutions;jobs@aaa.be;Malou Englebert;Jan Emiel Mommaertslaanˇ20A;1831;Diegem;02 704 47 90;144;Triple A Solutions is een A tot Z dienstverlener voor Credit Management oplossingen. Samen met onze klant gaan we op zoek naar hun noden binnen het domein van debiteurenbeheer en stellen we een oplossing op maat voor. We bieden een unieke combinatie aan van kennis, credit professionals en software. Als academist kom je terecht bij  een van onze klanten waar je een gevarieerd takenpakket combineert met tal van opleidingen. Je wordt bovendien gecoacht door een echte Credit Expert.;TRUE;FALSE;FALSE;FALSE
Ufinity;hanne.oostvogels@ufinity.be;Hanne Oostvogels;Veldkantˇ 33B;2550;Kontich;0478 18 73 51;142;Met Ufinity zijn we een rekruteringspartner voor de financiâle afdeling. We rekruteren financiâle professionals voor zowel vaste jobs als voor tijdelijke projecten. Daarnaast doen we ook aan training & coaching en aan optimalisatie van financiâle processen & systemen. Via ons betaalde UfinitYoungsters-traineeship bieden we pasafgestudeerden in accountancy-fiscaliteit of een andere financiâle richting de kans om de volledige financiâle afdeling (Accounting, Controlling, Credit, Treasury, Tax, M&A...) te leren kennen om zo uit te groeien tot Project Consultant.;TRUE;FALSE;FALSE;FALSE
Umicore;lea.geypen@umicore.com;Lea Geypen;Adolf Greinerstraat  14;2660;Hoboken;03 821 64 85;114;"Umicore is een wereldspeler in materiaaltechnologie. Een stabiele internationale groep en tegelijkertijd een op en top Belgisch bedrijf met vier vestigingen in ons land. Wij ontwikkelen technologieân en produceren materialen voor hoogwaardige zonnecellen gebruikt in satellieten, herlaadbare batterijen, led-toepassingen, katalysatoren...Via recyclage halen we kostbare metalen uit onder meer laptops en gsm's.
In onze afdeling PMR (Precious Metals Refining) produceren we oplossingen op basis van basis- en edelmetalen. De sleutel tot ons succes is innovatie. We zoeken steeds naar nieuwe werkwijzen en nieuwe ideeân om metalen duurzaam te produceren en te recycleren. Stel je eens voor wat jij binnen zo?n uitdagende afdeling zou kunnen doen.";TRUE;FALSE;TRUE;FALSE
Unbrace;contact@unbrace.be;Vincent Craenhals;Zagerijstraatˇ11;2960;Sint-Job-in-'t-Goor;;147;Unbrace creates high-quality web applications for enterprise customers with the necessary focus on design and user experience. We are trained on state-of-the-art technologies and our designers use industries best practices. You?ll be part of a young and dynamic development team where an open culture gives you the possibility to grow and improve your personal skills.;FALSE;TRUE;FALSE;TRUE
UniPartners;joris@unipartners.be of jobs@unipartners.be;Joris Verlinden;Kardinaal Cardijnstraatˇ7;2840;Terhagen;03 202 43 15;141;"UniPartners toont dat consultancy anders kan: je kiest zelf de projecten die de volgende zinvolle stap in jouw loopbaan zijn, je krijgt talloze opleidingsmogelijkheden, een persoonlijk opleidingsbudget en een heel persoonlijke opvolging. Zo stuw je jouw carriäre verder in de richting die je zelf wil! 

Wat dus ook jouw interesse of specialisatie is, bij UniPartners begin je aan een gevarieerd parcours als IT Consultant waarbij je nieuwe bedrijven, technologieân en mensen ontdekt. Jij bouwt hierin een loopbaan geheel volgens jouw ambities!";FALSE;TRUE;TRUE;TRUE
Unique;marketing@unique.be;Olivier Daveraet;Frankrijklei ˇ101;2000;Antwerpen;0499 27 00 17;140;"In ons vak draait alles om mensen. Mensen met ambities. De juiste persoon op de juiste plek. We zijn nieuwsgierig naar wie jij bent, wat je wilt en waar je goed in bent. Daarom vinden we een persoonlijke aanpak zo belangrijk. Bij Unique hebben we specialisten in huis voor Office, Customer Care, Finance, Human Resources, Technicum Jobs en Maritiem.  
Veel van onze aanbiedingen beginnen met uitzendwerk. Maar wist je dat liefst 70% van onze vacatures optie vast werk is? 
Kom langs bij Unique en we helpen je vandaag aan een job en begeleiden je in je verdere loopbaan. Surf alvast even naar www.unique.be of www.starttowork.be";TRUE;TRUE;TRUE;FALSE
Universitair Ziekenhuis Antwerpen;marie-claire.vanheeswijk@uza.be;Marie-Claire van Heeswijk;Wilrijkstraatˇ10;2650;Edegem;03 821 32 30;5;Het Universitair Ziekenhuis Antwerpen (UZA) staat garant voor topklinische en klantvriendelijk patiântenzorg, hoogwaardige academische opleiding en grensverleggend wetenschappelijk onderzoek met een belangrijke internationale dimensie.;TRUE;FALSE;TRUE;TRUE
Uptime Group;mats.bluekens@uptimegroup.be;Mats Bluekens;Prins Boudewijnlaanˇ41;2650;Edegem;03 450 67 00;126;"Uptime Group werd in 2001 opgericht als een deel van de Cronos Group. Het bedrijf is een divers netwerk van gedreven IT-bedrijven met in totaal 390 werknemers. Elk bedrijf ontplooit zich in zijn eigen vakgebied en kan altijd terugvallen op de expertise van de groep. Zo slaagt Uptime Group erin het aanspreekpunt te zijn voor al uw vragen, problemen en projecten. 

Een essentieel kenmerk van onze aanpak is dat we door onze uitgebreide kennis ook steeds de totale oplossing voor ogen houden. We zijn trots op de nichekennis die onze diverse experts hebben opgebouwd. Echter springen wij eruit in de manier waarop we die uiteenlopende kennis samenbrengen om complexe interacties tussen systemen te optimaliseren. 

Uptime Group is een vooraanstaand bedrijf dat zich toelegt op projectgerichte integratie, managed services, consultancy en opleidingen. Onze visie is gebaseerd op lange termijn relaties waar transparantie en vertrouwen centraal staat. Wij adviseren u inzake IT-architectuur, helpen u bij de implementatie en ondersteunen u nadien met diensten zoals support, monitoring en security.";FALSE;FALSE;FALSE;TRUE
Userfull;hr@userfull.be;Astrid Vervliet;Scherpenhoekˇ91;2850;Boom;;127;"Als IT-integrator nemen wij de zorgen weg van organisaties en hun mensen zodat beiden zich kunnen focussen op hun core business/doelstellingen. We doen dit door technologie te integreren op een mensgerichte en strategische wijze. Als primair aanspreekpunt aligneren we verschillende benodigde partijen en hun visie tot een efficiânte oplossing. We ondersteunen dit door een sterk mensgericht team van:
-Business Alignment
-Architecten
-Project, Change & Risk Management
-Technische experten";TRUE;TRUE;FALSE;TRUE
USG Professonals;kaat.philips@usgprofessionals.be;Kaat Philips;Berchemstadionstraat 76;2600;Berchem;03 800 40 47;128;"USG Professionals is een toonaangevende Europese leverancier van expertise. We bundelen de kennis van hoogopgeleide professionals en we vertalen ze naar oplossingen voor onze klanten. We maken experts uit talent!  Dat doen we in zes vakgebieden: engineering, ICT, science, finance, legal en HR 
Je gesprekspartner is een mede-expert in jouw vakgebied. Iemand die jouw taal spreekt en je ambities en competenties perfect begrijpt. Zo weten we snel de juiste jobs en projecten uit te kiezen, geven we je helder advies over opleidingen en brengen we je in contact met collega?s.

-	Troeven:
Als projectmedewerker treed je vast in dienst bij USG Professionals, maar ga je aan het werk bij onze klanten. Zo bouw je snel ervaring op in verschillende omgevingen en geniet je tegelijk de zekerheid van een vaste baan. En omdat wij alleen de beste experts naar onze klanten sturen, investeren wij voortdurend in jou";FALSE;TRUE;TRUE;TRUE
Van Ameyde;vicky.janssens@vanameyde.com of hrbelgie@vanameyde.com;Vicky Janssens;Posthoflei ˇ3;2600;Berchem;0490 57 61 12;129;"Van Ameyde werkt voor verzekeraars, makelaars, leasemaatschappijen en andere grote organisaties die hun risico?s (voor een deel) zelf verzekeren, al dan niet via ?captives? [eigen verzekeringsmaatschappij van een grote organisatie].
Voor deze klanten behandelen wij schades door heel Europa. Dat kan op verschillende manieren.

Uitbesteding van een deel van de schades, vb de regeling van alle schades in het buitenland, of juist alle technische schades. Wij vullen in dat geval de schadeafdeling van de klant dus aan voor gespecialiseerd werk.
Oprichting van een nieuwe schadeafdeling, inclusief werving en opleiding van personeel. Wij doen dit onder andere voor startende internetverzekeraars.
De overname van de hele schadeafdeling: het personeel van de schadeafdeling van de verzekeraar werkt nu voor Van Ameyde, maar behandelt alle schades in naam van de verzekeraar. Welke keuze onze klanten ook maken: het enige wat een verzekerde met schade merkt, is de snelheid en de kwaliteit van de schaderegeling!";TRUE;FALSE;FALSE;FALSE
Vanbreda Risk & Benefits;jobs@vanbreda.be;StÇphanie Traen;Plantin en Moretusleiˇ297;2140;Antwerpen;03 217 51 01;130;Vanbreda Risk & Benefits is de grootste onafhankelijke verzekeringsmakelaar en consultant op de Benelux markt. Wij verlenen diensten op het domein van verzekeringsmakelaardij, consultancy en risk management aan middelgrote en grote ondernemingen, zowel in binnen- als buitenland. Door onze grote marktkennis, doorgedreven specialisaties en technische know-how kunnen wij gespecialiseerd advies op maat bieden. Onze service is een verdienste van 550 professionele en gedreven collega?s. Ieder van hen kan zich ontplooien volgens eigen karakter, competenties en verwachtingen.;TRUE;FALSE;FALSE;TRUE
VDAB;amadeo.truzzu@vdab.be;Amadeo Truzzu;Somersstraatˇ22;2018;Antwerpen;0477 42 81 28;54;VDAB begeleidt je in je zoektocht naar werk, of je nu pas van school komt, even zonder zit of je op iets volledig nieuws wil storten.Onze vernieuwde website en dienstverlening maken het nog eenvoudiger om je in te schrijven als werkzoekende, werkloosheidsuitkering aan te vragen of op zoek te gaan naar een nieuwe uitdagende opleiding.  Samen sterk voor werk!  Dat is ons motto en onze motivatie.;TRUE;TRUE;TRUE;TRUE
